YEAR,GRADE,SEX,WGT,NEG_SCORE,SE_1ITEM,SE_3ITEM,Q30A1,Q30A2,Q30A3,Q30A4
2021,초4,,0.8085412152178054,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,0.8085412152178054,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.8085412152178054,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.8085412152178054,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초4,,0.8085412152178054,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.8085412152178054,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.8085412152178054,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초6,,1.0173586121354905,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초6,,1.0173586121354905,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초6,,1.0173586121354905,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초6,,1.0173586121354905,2.6666666666666665,1.0,,3.0,4.0,1.0,1.0
2021,초6,,1.0173586121354905,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초6,,1.0173586121354905,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초6,,1.0173586121354905,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초6,,1.076580718937832,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2021,초6,,1.076580718937832,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,1.076580718937832,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초6,,1.076580718937832,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초6,,1.076580718937832,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초6,,1.076580718937832,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초6,,1.076580718937832,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초6,,1.076580718937832,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초6,,1.076580718937832,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초6,,1.076580718937832,3.0,2.0,,3.0,3.0,3.0,2.0
2021,초4,,1.1934975828688326,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1934975828688326,3.3333333333333335,3.0,,4.0,3.0,3.0,3.0
2021,초4,,1.1934975828688326,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.1934975828688326,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초4,,1.1934975828688326,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.1934975828688326,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.1934975828688326,3.6666666666666665,4.0,,4.0,3.0,4.0,4.0
2021,초4,,1.1934975828688326,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.1934975828688326,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.1934975828688326,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초4,,1.1025562025697346,2.6666666666666665,4.0,,1.0,3.0,4.0,4.0
2021,초4,,1.1025562025697346,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.1025562025697346,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.1025562025697346,3.3333333333333335,2.0,,4.0,4.0,2.0,2.0
2021,초4,,1.1025562025697346,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.1025562025697346,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.1025562025697346,2.3333333333333335,1.0,,3.0,3.0,1.0,1.0
2021,초4,,1.1025562025697346,2.3333333333333335,1.0,,2.0,3.0,2.0,1.0
2021,초4,,1.1025562025697346,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1025562025697346,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.1025562025697346,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초4,,1.1025562025697346,3.3333333333333335,3.0,,4.0,3.0,3.0,3.0
2021,초5,,1.1311294187196992,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초5,,1.1311294187196992,2.3333333333333335,3.0,,2.0,3.0,2.0,3.0
2021,초5,,1.1311294187196992,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초5,,1.1311294187196992,3.0,2.0,,4.0,3.0,2.0,2.0
2021,초5,,1.1311294187196992,3.0,2.0,,3.0,3.0,3.0,2.0
2021,초5,,1.1311294187196992,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.1311294187196992,3.0,3.0,,2.0,4.0,3.0,3.0
2021,초5,,1.1311294187196992,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.1311294187196992,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초5,,1.1311294187196992,3.0,1.0,,3.0,4.0,2.0,1.0
2021,초5,,1.1311294187196992,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.1311294187196992,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.1727528300129377,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초5,,1.1727528300129377,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.1727528300129377,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초5,,1.1727528300129377,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초5,,1.1727528300129377,2.6666666666666665,2.0,,2.0,4.0,2.0,2.0
2021,초5,,1.1727528300129377,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.1727528300129377,3.0,2.0,,3.0,3.0,3.0,2.0
2021,초5,,1.1727528300129377,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.1727528300129377,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.1727528300129377,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초5,,1.1727528300129377,2.3333333333333335,2.0,,2.0,3.0,2.0,2.0
2021,초5,,1.1727528300129377,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.1727528300129377,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.1416063836136658,2.6666666666666665,2.0,,2.0,3.0,3.0,2.0
2021,초4,,1.1416063836136658,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.1416063836136658,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초4,,1.1416063836136658,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1416063836136658,2.6666666666666665,1.0,,2.0,4.0,2.0,1.0
2021,초4,,1.1416063836136658,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초4,,1.1416063836136658,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.0546189763710505,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.0546189763710505,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.0546189763710505,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.0546189763710505,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,1.0546189763710505,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.0546189763710505,2.3333333333333335,1.0,,3.0,3.0,1.0,1.0
2021,초4,,1.0546189763710505,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0546189763710505,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.0546189763710505,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,1.0546189763710505,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.0546189763710505,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.0546189763710505,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.0546189763710505,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.0546189763710505,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.0546189763710505,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.0546189763710505,3.3333333333333335,4.0,,2.0,4.0,4.0,4.0
2021,초6,,1.076580718937832,3.3333333333333335,3.0,,4.0,4.0,2.0,3.0
2021,초6,,1.076580718937832,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초6,,1.076580718937832,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초6,,1.076580718937832,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.076580718937832,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.076580718937832,3.0,4.0,,3.0,3.0,3.0,4.0
2021,초6,,1.076580718937832,1.0,1.0,,1.0,1.0,1.0,1.0
2021,초6,,1.076580718937832,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.076580718937832,1.0,1.0,,1.0,1.0,1.0,1.0
2021,초6,,1.076580718937832,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초6,,1.0173586121354905,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초6,,1.0173586121354905,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초6,,1.0173586121354905,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초6,,1.0173586121354905,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.0173586121354905,3.0,2.0,,3.0,3.0,3.0,2.0
2021,초6,,1.0173586121354905,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초6,,1.0173586121354905,2.6666666666666665,4.0,,3.0,3.0,2.0,4.0
2021,초6,,1.0173586121354905,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,0.9711150388566048,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,0.9711150388566048,2.6666666666666665,3.0,,4.0,1.0,3.0,3.0
2021,초6,,0.9711150388566048,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초6,,0.9711150388566048,3.3333333333333335,3.0,,2.0,4.0,4.0,3.0
2021,초6,,0.9711150388566048,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,0.9711150388566048,3.6666666666666665,4.0,,4.0,3.0,4.0,4.0
2021,초6,,0.9711150388566048,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,0.9711150388566048,2.6666666666666665,2.0,,3.0,2.0,3.0,2.0
2021,초6,,0.9711150388566048,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초6,,0.9711150388566048,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초6,,0.9711150388566048,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초6,,1.027645231713385,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2021,초6,,1.027645231713385,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초6,,1.027645231713385,3.3333333333333335,4.0,,4.0,3.0,3.0,4.0
2021,초6,,1.027645231713385,3.0,4.0,,3.0,3.0,3.0,4.0
2021,초6,,1.027645231713385,1.3333333333333333,1.0,,2.0,1.0,1.0,1.0
2021,초6,,1.027645231713385,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초6,,1.027645231713385,2.0,2.0,,2.0,2.0,2.0,2.0
2021,초6,,1.027645231713385,2.3333333333333335,1.0,,2.0,3.0,2.0,1.0
2021,초6,,1.027645231713385,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초6,,1.027645231713385,2.0,4.0,,3.0,1.0,2.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초4,,1.0502778729245725,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,1.0502778729245725,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.0502778729245725,3.0,2.0,,3.0,3.0,3.0,2.0
2021,초4,,1.0502778729245725,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초4,,1.0502778729245725,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2021,초4,,1.0502778729245725,2.0,1.0,,3.0,2.0,1.0,1.0
2021,초4,,0.9702494582613665,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,0.9702494582613665,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초4,,0.9702494582613665,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,0.9702494582613665,2.6666666666666665,1.0,,3.0,4.0,1.0,1.0
2021,초4,,0.9702494582613665,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,0.9702494582613665,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,0.9702494582613665,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2021,초4,,0.9702494582613665,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,0.9702494582613665,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.4659410375161726,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.4659410375161726,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.4659410375161726,3.6666666666666665,2.0,,4.0,4.0,3.0,2.0
2021,초5,,1.4659410375161726,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.4659410375161726,1.3333333333333333,1.0,,2.0,1.0,1.0,1.0
2021,초5,,1.4659410375161726,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.4659410375161726,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초5,,1.4659410375161726,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.4139117733996243,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초5,,1.4139117733996243,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.4139117733996243,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초5,,1.4139117733996243,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.4139117733996243,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.4139117733996243,3.3333333333333335,2.0,,3.0,4.0,3.0,2.0
2021,초5,,1.4139117733996243,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초5,,1.4139117733996243,3.0,3.0,,4.0,3.0,2.0,3.0
2021,초5,,1.4139117733996243,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.4139117733996243,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초5,,1.4139117733996243,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초4,,0.9702494582613665,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초4,,0.9702494582613665,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2021,초4,,0.9702494582613665,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,0.9702494582613665,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,0.9702494582613665,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,2.3333333333333335,2.0,,3.0,2.0,2.0,2.0
2021,초4,,0.9702494582613665,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2021,초4,,0.9702494582613665,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초4,,0.9702494582613665,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,0.9702494582613665,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.0,3.0,,4.0,3.0,2.0,3.0
2021,초4,,1.0502778729245725,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.0502778729245725,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초4,,1.0502778729245725,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.0502778729245725,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.0876244410766338,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초5,,1.0876244410766338,3.0,4.0,,3.0,3.0,3.0,4.0
2021,초5,,1.0876244410766338,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0876244410766338,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.0876244410766338,3.0,3.0,,4.0,2.0,3.0,3.0
2021,초5,,1.0876244410766338,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0876244410766338,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.0876244410766338,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초5,,1.0876244410766338,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0876244410766338,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.0876244410766338,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초5,,1.0876244410766338,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.0876244410766338,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초5,,1.127646951935517,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초5,,1.127646951935517,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초5,,1.127646951935517,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초5,,1.127646951935517,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초5,,1.127646951935517,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,3.6666666666666665,3.0,,3.0,4.0,4.0,3.0
2021,초5,,1.127646951935517,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.127646951935517,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초5,,1.2266445674187483,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.2266445674187483,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.2266445674187483,3.0,1.0,,3.0,4.0,2.0,1.0
2021,초5,,1.2266445674187483,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,3.0,2.0,,2.0,4.0,3.0,2.0
2021,초5,,1.0544338643749183,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초5,,1.0544338643749183,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.0544338643749183,3.0,2.0,,2.0,4.0,3.0,2.0
2021,초5,,1.2266445674187483,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초5,,1.2266445674187483,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.2266445674187483,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.2266445674187483,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.2266445674187483,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,1.2266445674187483,3.6666666666666665,4.0,,4.0,4.0,3.0,4.0
2021,초5,,1.2266445674187483,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.285493005948983,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.285493005948983,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.285493005948983,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.285493005948983,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.285493005948983,3.0,4.0,,3.0,3.0,3.0,4.0
2021,초4,,1.285493005948983,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.285493005948983,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.285493005948983,2.6666666666666665,2.0,,3.0,3.0,2.0,2.0
2021,초4,,1.285493005948983,1.6666666666666667,4.0,,3.0,1.0,1.0,4.0
2021,초4,,1.285493005948983,3.6666666666666665,4.0,,4.0,3.0,4.0,4.0
2021,초4,,1.285493005948983,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1930070197039258,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초4,,1.1930070197039258,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초4,,1.1930070197039258,3.3333333333333335,2.0,,4.0,4.0,2.0,2.0
2021,초4,,1.1930070197039258,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.1930070197039258,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.1930070197039258,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1930070197039258,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.1930070197039258,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1930070197039258,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초4,,1.1930070197039258,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.1930070197039258,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.1930070197039258,2.3333333333333335,2.0,,2.0,3.0,2.0,2.0
2021,초5,,0.9700791552249247,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,0.9700791552249247,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,0.9700791552249247,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,0.9700791552249247,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,0.9700791552249247,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,0.9700791552249247,2.6666666666666665,3.0,,3.0,3.0,2.0,3.0
2021,초5,,0.9700791552249247,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초5,,0.9700791552249247,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,0.9700791552249247,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,0.9700791552249247,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,0.9700791552249247,2.6666666666666665,4.0,,3.0,3.0,2.0,4.0
2021,초5,,0.9700791552249247,3.0,2.0,,3.0,4.0,2.0,2.0
2021,초5,,1.1285130020252485,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.1285130020252485,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.1285130020252485,3.6666666666666665,2.0,,4.0,4.0,3.0,2.0
2021,초5,,1.1285130020252485,3.6666666666666665,3.0,,4.0,4.0,3.0,3.0
2021,초5,,1.1285130020252485,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.1285130020252485,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초5,,1.1285130020252485,3.0,4.0,,1.0,4.0,4.0,4.0
2021,초5,,1.1285130020252485,3.0,4.0,,3.0,4.0,2.0,4.0
2021,초5,,1.1285130020252485,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.1285130020252485,4.0,3.0,,4.0,4.0,4.0,3.0
2021,초5,,1.1285130020252485,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초5,,1.1285130020252485,2.0,1.0,,3.0,2.0,1.0,1.0
2021,초4,,1.3439245062193914,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,3.0,4.0,3.0
2021,초4,,1.2472346115086497,3.6666666666666665,4.0,,3.0,4.0,4.0,4.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.2472346115086497,3.3333333333333335,4.0,,3.0,3.0,4.0,4.0
2021,초4,,1.2472346115086497,4.0,4.0,,4.0,4.0,4.0,4.0
2021,초4,,1.2472346115086497,3.3333333333333335,4.0,,3.0,4.0,3.0,4.0
2021,초4,,1.2472346115086497,3.3333333333333335,3.0,,3.0,4.0,3.0,3.0
2021,초4,,1.2472346115086497,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.2472346115086497,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.3439245062193914,3.0,3.0,,3.0,3.0,3.0,3.0
2021,초4,,1.3439245062193914,4.0,4.0,,4.0,4.0,4.0,4.0
